Module,Function,Haskell,Gallina,Proofs
Util,cmpList,6,14,
Util,compareLength,5,8,
Util,consIORef,3,,
Util,count,5,8,
Util,debugIsOn,6,,
Util,doesDirNameExist,2,,
Util,dropList,4,7,
Util,dropTail,6,8,
Util,dropWhileEndLE,2,6,
Util,eqListBy,4,7,
Util,eqMaybeBy,4,7,
Util,equalLength,4,7,
Util,escapeSpaces,4,,
Util,exactLog2,12,11,
Util,filterByList,4,7,
Util,filterByLists,4,7,
Util,filterOut,4,6,
Util,first3M,2,6,
Util,firstM,2,6,
Util,foldl2,4,9,
Util,fst3,2,6,
Util,fstOf3,1,2,
Util,fuzzyLookup,10,,
Util,fuzzyMatch,2,,
Util,getCmd,5,,
Util,getModificationUTCTime,2,,
Util,ghciSupported,6,2,
Util,ghciTablesNextToCode,6,2,
Util,global,2,,
Util,globalM,2,,
Util,golden,2,,
Util,hSetTranslit,8,,
Util,hashInt32,2,,
Util,hashString,4,,
Util,isDarwinHost,6,,
Util,isEqual,4,2,
Util,isIn,22,3,
Util,isSingleton,3,2,
Util,isWindowsHost,6,2,
Util,isn'tIn,,3,
Util,leLength,5,7,
Util,lengthAtLeast,2,2,
Util,lengthAtMost,6,4,
Util,lengthExceeds,6,4,
Util,lengthIs,6,4,
Util,lengthIsNot,4,4,
Util,lengthLessThan,2,2,
Util,liftFst,2,5,
Util,liftSnd,2,5,
Util,listLengthCmp,6,3,
Util,looksLikeModuleName,6,,
Util,looksLikePackageName,2,,
Util,ltLength,5,7,
Util,makeRelativeTo,9,,
Util,mapAccumL2,5,,
Util,mapAndUnzip,7,11,
Util,mapAndUnzip3,7,13,
Util,mapFst,1,5,
Util,mapSnd,3,5,
Util,matchVectors,7,,
Util,maybeRead,4,,
Util,maybeReadFuzzy,7,,
Util,minWith,3,,
Util,modificationTimeIfExists,6,,
Util,mulHi,14,,
Util,nOfThem,2,2,
Util,nTimes,4,,
Util,ncgDebugIsOn,6,2,
Util,neLength,4,7,
Util,notNull,3,2,
Util,nubSort,2,,
Util,only,7,6,
Util,op_zlzazazg__,,5,
Util,op_zlzbzbzg__,,5,
Util,overrideWith,4,7,
Util,partitionByList,6,9,
Util,partitionWith,6,13,
Util,readHexRational,10,,
Util,readHexRational__,30,,
Util,readRational,11,,
Util,readRational__,25,,
Util,removeSpaces,8,,
Util,reslash,9,,
Util,restrictedDamerauLevenshteinDistance,7,,
Util,seqList,3,6,
Util,sharedGlobal,3,,
Util,sharedGlobalM,3,,
Util,singleton,2,2,
Util,sizedComplement,2,2,
Util,snd3,2,6,
Util,sndOf3,1,2,
Util,snocView,7,13,
Util,spanEnd,6,10,
Util,split,5,10,
Util,splitAtList,6,9,
Util,splitEithers,6,13,
Util,splitLongestPrefix,5,,
Util,stretchZipWith,7,13,
Util,takeList,6,10,
Util,thdOf3,4,2,
Util,thenCmp,3,6,
Util,third3,2,6,
Util,toArgs,30,,
Util,toCmdArgs,7,,
Util,transitiveClosure,13,17,
Util,uncurry3,2,6,
Util,unzipWith,2,3,
Util,zipEqual,1,3,
Util,zipLazy,3,7,
Util,zipWith3Equal,1,4,
Util,zipWith3Lazy,3,10,
Util,zipWith4Equal,22,4,
Util,zipWithAndUnzip,7,11,
Util,zipWithEqual,1,3,
Util,zipWithLazy,3,9,
Util,axiomatize debugIsOn,,1,
Util,axiomatize looksLikePackageName,,1,
Util,axiomatize makeRelativeTo,,1,
Util,Headers and types,97,38,16
